timestamp,x_vel,y_vel,yaw_vel,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,quat_w,quat_x,quat_y,quat_z,gvec_x,gvec_y,gvec_z
1738393042.4597821,0.0,0.0,0.0,0.0021095276,0.0005750656,-0.0009584427,-0.00019168855,0.017545437,0.002876282,0.0074777603,-0.0005750656,-0.0009584427,-0.0017261505,-0.0029764175,-0.014343263,-0.01739502,0.057450294,0.051700592,-0.009385109,-0.025939941,0.071107864,-0.0011453629,0.010066986,0.016698613698637725,0.002450508926259358,0.06322177169868425,0.9978567827548327,0.0027790820206587343,-0.03363550091533995,-0.999430302613092
1738393042.4795868,0.0,0.0,0.0,0.023968697,-0.008244514,0.00019168855,-0.018216135,0.00757403,-0.0101623535,0.0074777603,0.00019168855,-0.019749641,-0.018982887,4.7363267,-1.6195927,0.15289497,-3.6953526,-2.086029,-2.452506,0.027770996,0.28778648,-3.8871596,-2.6500053,0.016698613698637725,0.002450508926259358,0.06322177169868425,0.9978567827548327,0.0027790820206587343,-0.03363550091533995,-0.999430302613092
1738393042.500912,0.0,0.0,0.0,0.15320778,-0.026269913,0.008245468,-0.22530748,-0.0434303,-0.124445915,0.0036439896,-0.00019168855,-0.22262383,-0.07113838,5.9416356,-0.16876411,-0.10406685,-13.762646,-3.3979378,-8.324788,-0.103456505,0.21759224,-13.102542,-3.2327766,0.016698613698637725,0.002450508926259358,0.06322177169868425,0.9978567827548327,0.0027790820206587343,-0.03363550091533995,-0.999430302613092
1738393042.520398,0.0,0.0,0.0,0.28628445,-0.028187752,0.0013427734,-0.4577084,-0.10824205,-0.27094364,-0.005943299,0.005944252,-0.5002775,-0.1367178,9.539711,-0.10162544,-0.21637154,-5.6573586,-2.8044243,-4.744564,-0.77607346,0.34760094,-10.846646,-3.7994347,0.016643001896593863,0.002455321639890554,0.062314533775568955,0.9979147662820949,0.002826201633213192,-0.03352259914226155,-0.9994339637670294
1738393042.5411272,0.0,0.0,0.0,0.38791084,-0.02665329,-0.02933693,-0.5044956,-0.17612283,-0.3269348,-0.004794121,0.01246357,-0.6356535,-0.20383073,-2.6855116,0.023498535,-2.2940426,-0.41451168,-2.75877,-2.7958336,0.9536896,0.9518585,-4.5367355,-2.5492973,0.016643001896593863,0.002455321639890554,0.062314533775568955,0.9979147662820949,0.002826201633213192,-0.03352259914226155,-0.9994339637670294
1738393042.5628016,0.0,0.0,0.0,0.3660517,-0.026269913,-0.034323692,-0.4527235,-0.20603758,-0.36758518,-0.009012222,0.040459633,-0.7154217,-0.2264576,5.3570614,-0.30670738,0.46967316,4.0629435,0.24103165,-0.50377655,-0.931715,0.9384308,-2.971619,0.74860764,0.016610474620856103,0.008875913877862244,0.06384919691836416,0.9977818350413995,0.015591320343496565,-0.03428069964224893,-0.9992906205714053
1738393042.5847402,0.0,0.0,0.0,0.42050934,-0.051198006,-0.06538677,-0.42856312,-0.19031376,-0.38330936,-0.003259659,0.045445442,-0.73919773,-0.20613194,-3.8487065,-0.8419914,-1.538414,-0.98306274,1.5032578,-1.4650956,1.5445176,0.7876702,0.1728077,1.8094139,0.016610474620856103,0.008875913877862244,0.06384919691836416,0.9977818350413995,0.015591320343496565,-0.03428069964224893,-0.9992906205714053
1738393042.6060045,0.0,0.0,0.0,0.37794018,-0.03355694,-0.04889679,-0.41552353,-0.17612283,-0.37909034,0.011313438,0.05158043,-0.73574734,-0.18388939,5.0961323,1.2143116,1.9546833,1.4953079,-0.15375137,2.0263214,-0.6631584,-1.081255,0.39665794,-0.09735489,0.012962320092937744,0.032199704913819266,0.06601238381365136,0.9972148827832998,0.06250870262440142,-0.030103595583071758,-0.9975903145225424
1738393042.6258311,0.0,0.0,0.0,0.41207218,-0.038926125,-0.058867455,-0.4346981,-0.17573774,-0.356082,0.026652336,0.0281868,-0.70161533,-0.19079208,-5.502632,0.28046227,-0.4312191,-1.5337602,0.5337601,-0.4708166,3.0051117,0.735178,1.6637669,-0.8291741,0.012962320092937744,0.032199704913819266,0.06601238381365136,0.9972148827832998,0.06250870262440142,-0.030103595583071758,-0.9975903145225424
1738393042.646494,0.0,0.0,0.0,0.32846832,-0.014381409,-0.0393095,-0.40248394,-0.16461797,-0.33767223,0.055799484,0.040459633,-0.6885767,-0.18503857,2.5935001,0.17547798,1.2387257,1.6376743,1.3448105,2.383385,0.19928169,-1.105669,1.6944389,2.2216492,0.012962320092937744,0.032199704913819266,0.06601238381365136,0.9972148827832998,0.06250870262440142,-0.030103595583071758,-0.9975903145225424
1738393042.666306,0.0,0.0,0.0,0.36260033,-0.047362328,-0.051581383,-0.4423685,-0.13201928,-0.29740524,0.09529972,0.03278923,-0.59807014,-0.15013982,-3.9393456,-1.243,-1.2692451,-4.206684,0.669384,0.8063631,3.1821175,1.9217205,4.779812,1.3300401,0.01304009207731828,0.028999403271122298,0.06062618899873055,0.9976539759936931,0.05628159777607865,-0.029535246023651807,-0.997977981217068
1738393042.6874714,0.0,0.0,0.0,0.30660918,-0.036624912,-0.035858154,-0.50142765,-0.13777171,-0.28053093,0.14285374,0.06193638,-0.53977776,-0.12943077,2.5532153,0.79316336,1.7264062,-3.538338,-2.0779724,0.8956289,1.9064617,-1.1313038,2.4726486,0.1926918,0.01304009207731828,0.028999403271122298,0.06062618899873055,0.9976539759936931,0.05628159777607865,-0.029535246023651807,-0.997977981217068
1738393042.7084954,0.0,0.0,0.0,0.38791084,-0.036624912,-0.02473545,-0.6410217,-0.18494269,-0.26135635,0.1976948,0.037775997,-0.45694065,-0.13211632,-0.030898094,0.50141144,-0.05340767,-8.893339,-2.8272514,0.5330734,3.0637057,0.1260395,4.1000233,-0.74323654,0.012890986711053834,0.010157674086164793,0.05328431159822731,0.9984445033432143,0.01890997301072529,-0.02682435899088513,-0.9994612882375495
1738393042.7327778,0.0,0.0,0.0,0.39788154,-0.051198006,-0.0074777603,-0.7898207,-0.25128788,-0.2586708,0.23872948,0.038926125,-0.40248394,-0.14477159,2.3687363,-0.82734305,1.6379032,-5.9013505,-2.3599627,0.07392979,1.1892872,-0.45441437,1.7470818,-0.19134904,0.012890986711053834,0.010157674086164793,0.05328431159822731,0.9984445033432143,0.01890997301072529,-0.02682435899088513,-0.9994612882375495
1738393042.752819,0.0,0.0,0.0,0.45080566,-0.068071365,0.013614655,-0.873807,-0.29884183,-0.26058865,0.26480675,0.01859951,-0.38024142,-0.14975739,1.0846882,-0.8712902,0.7058811,-2.957426,-1.8940125,0.024033548,1.1911182,-1.2661934,0.3682766,-0.22626114,0.012890986711053834,0.010157674086164793,0.05328431159822731,0.9984445033432143,0.01890997301072529,-0.02682435899088513,-0.9994612882375495
1738393042.771037,0.0,0.0,0.0,0.45847514,-0.09875107,-0.005943299,-0.91637516,-0.37707752,-0.2655735,0.2782297,-0.00019168855,-0.38254166,-0.17583466,0.17372322,-1.1215383,-0.73517996,-1.6349277,-3.379139,-0.21400738,0.39826012,-0.38910484,-0.41130638,-2.5304987,0.023514232322415396,-0.010868306065118467,0.046132895918985554,0.9985993774861321,-0.023875726606601783,-0.04595982265342103,-0.998657921603125
1738393042.7937748,0.0,0.0,0.0,0.45924187,-0.10795498,-0.02473545,-0.93976885,-0.4430392,-0.27017593,0.28053093,-0.00019168855,-0.3936634,-0.22453977,-0.18608284,-0.5917454,-2.103609,-0.79446125,-2.8755913,-0.18104745,-0.28473473,0.07354927,-0.49507904,-2.3599627,0.023514232322415396,-0.010868306065118467,0.046132895918985554,0.9985993774861321,-0.023875726606601783,-0.04595982265342103,-0.998657921603125
1738393042.8141801,0.0,0.0,0.0,0.4400673,-0.12751389,-0.0726738,-0.9378519,-0.49711418,-0.27286053,0.26940918,0.005176544,-0.4036341,-0.27286148,-2.3339443,-0.13275337,-2.085909,1.4834061,-1.6133652,-0.06431675,-1.149004,0.21515085,-0.37514305,-2.4794693,0.029604489841639867,-0.015238652671039063,0.04669313219547209,0.9983542001973867,-0.03319179851447236,-0.057688452708904644,-0.9977827152919755
1738393042.8354404,0.0,0.0,0.0,0.3925133,-0.11907768,-0.1033535,-0.8623019,-0.5136034,-0.2740116,0.24486543,0.010930061,-0.4093876,-0.31849766,-2.4561682,-0.016784668,-1.481041,5.392767,0.78889084,-0.028151512,-1.1239796,0.5447464,-0.13023567,-0.78351974,0.029604489841639867,-0.015238652671039063,0.04669313219547209,0.9983542001973867,-0.03319179851447236,-0.057688452708904644,-0.9977827152919755
1738393042.855035,0.0,0.0,0.0,0.33537102,-0.12943172,-0.13825226,-0.73728186,-0.4898267,-0.2740116,0.21073343,0.01859951,-0.4032507,-0.33230305,-2.514305,-0.56305885,-2.0511189,7.0677495,1.9920349,0.47859862,-2.1170368,0.28717616,1.4376278,-0.6331291,0.02217563317102541,-0.011079963961526766,0.04859847871125233,0.9985107228062339,-0.024282329720923465,-0.04320827622716155,-0.9987709513841511
1738393042.8791504,0.0,0.0,0.0,0.28168106,-0.14285374,-0.19155885,-0.5934677,-0.43460125,-0.26058865,0.16931629,0.028953552,-0.35301307,-0.34534168,-3.6651404,-1.1636544,-2.2207985,7.217441,4.10828,0.83337116,-1.7392216,0.63874245,1.4957658,0.1524086,0.02217563317102541,-0.011079963961526766,0.04859847871125233,0.9985107228062339,-0.024282329720923465,-0.04320827622716155,-0.9987709513841511
1738393042.8988633,0.0,0.0,0.0,0.21801949,-0.17468548,-0.21725275,-0.4465866,-0.33297557,-0.2690258,0.12866402,0.029720308,-0.38215828,-0.34035587,-1.3149462,-2.3770504,-1.0733204,5.8903637,5.072403,-1.2114897,-1.9687195,-0.2597103,-4.7303734,0.25445938,0.02217563317102541,-0.011079963961526766,0.04859847871125233,0.9985107228062339,-0.024282329720923465,-0.04320827622716155,-0.9987709513841511
1738393042.9194973,0.0,0.0,0.0,0.213418,-0.2452488,-0.23489475,-0.39328006,-0.2370991,-0.32156467,0.09108163,0.027803421,-0.5604868,-0.34649375,0.31471634,-2.6327896,0.27802086,0.12748909,2.3425064,-3.2975512,-1.227131,0.035095215,-10.9583435,-1.4414902,0.0072356231388346764,-0.006744456736547355,0.04718270270991122,0.9988372993766853,-0.014156022415952887,-0.013817977156321423,-0.9998043161222435
1738393042.9406981,0.0,0.0,0.0,0.23259354,-0.26020527,-0.21188354,-0.39864826,-0.21754085,-0.38407612,0.05925083,0.018982887,-0.77984905,-0.3775568,2.075304,0.33722496,1.8442041,-0.23186016,-0.39276886,-2.371482,-1.6745243,-0.91096306,-9.869764,-2.0538025,0.0072356231388346764,-0.006744456736547355,0.04718270270991122,0.9988372993766853,-0.014156022415952887,-0.013817977156321423,-0.9998043161222435
1738393042.9622133,0.0,0.0,0.0,0.2502346,-0.25521946,-0.17928696,-0.39328006,-0.23441517,-0.41475677,0.027803421,0.009395599,-0.9313317,-0.40977192,0.48683834,0.6063938,0.81757736,0.61730385,-1.8268701,-0.5596238,-1.1026173,-0.0033569336,-5.8555727,-1.4925157,-0.006394772039502675,-0.0007804927256212573,0.03141366537565039,0.9994857074262418,-0.001158416190012191,0.012832002786085357,-0.9999169954433363
1738393042.9814553,0.0,0.0,0.0,0.2751627,-0.24755001,-0.15742779,-0.37985802,-0.26662824,-0.43086338,0.0032587054,0.011313438,-1.0114841,-0.4277954,1.2279682,0.18951607,0.4110775,0.45525265,-0.091983795,-0.6992445,-1.2033272,-0.21454048,-2.2355232,0.04364395,-0.006394772039502675,-0.0007804927256212573,0.03141366537565039,0.9994857074262418,-0.001158416190012191,0.012832002786085357,-0.9999169954433363
1738393043.0015924,0.0,0.0,0.0,0.29280376,-0.24256516,-0.16087914,-0.38100815,-0.2746811,-0.42166042,-0.019366264,0.0101623535,-1.0114841,-0.420126,0.22682476,1.0794239,-0.067445755,-0.4268713,-1.0587921,1.0036621,-0.9518585,-0.12481881,1.7965202,0.9164543,-0.012310581227551288,0.008687339884659568,0.021102105250219744,0.9996637839141603,0.017888396484004712,0.02424624210305206,-0.9995459594311367
1738393043.0237775,0.0,0.0,0.0,0.29050255,-0.21725275,-0.16663074,-0.39903355,-0.25972584,-0.37679005,-0.02741909,0.005176544,-0.9163762,-0.39289665,-0.47997192,0.97566223,-0.52277374,-0.7651634,1.53817,2.9102764,-0.049743656,-0.5874729,6.5197983,1.3824081,-0.012310581227551288,0.008687339884659568,0.021102105250219744,0.9996637839141603,0.017888396484004712,0.02424624210305206,-0.9995459594311367
1738393043.0442972,0.0,0.0,0.0,0.27669525,-0.19079208,-0.17621805,-0.40440178,-0.2298127,-0.3211813,-0.01821518,0.0005750656,-0.7786989,-0.36221695,-0.46120358,1.8533611,-0.30975917,0.34721947,1.3166122,3.1551838,1.1551075,-0.039367676,6.308768,1.9906921,-0.012310581227551288,0.008687339884659568,0.021102105250219744,0.9996637839141603,0.017888396484004712,0.02424624210305206,-0.9995459594311367
1738393043.0646799,0.0,0.0,0.0,0.26480675,-0.14898968,-0.1812048,-0.38139153,-0.20028304,-0.26864243,0.0132312775,-0.01591587,-0.66786766,-0.32079792,-1.1112394,1.6562157,0.18585396,1.3533983,1.2038116,2.3815536,0.8993683,-1.4596788,5.638132,2.813824,-0.007183481417303298,0.022519690543028388,0.025980086861276643,0.9993829577390512,0.04538484482689551,0.013187970778582267,-0.9988825222651472
1738393043.0862067,0.0,0.0,0.0,0.23834611,-0.11677647,-0.16433144,-0.37448883,-0.16960181,-0.20689869,0.049664497,-0.022817612,-0.5309572,-0.24985123,-0.8516817,1.6311893,1.3009834,-1.4554807,1.6979637,3.0379963,2.1652565,0.71442604,7.0924683,3.5563889,-0.007183481417303298,0.022519690543028388,0.025980086861276643,0.9993829577390512,0.04538484482689551,0.013187970778582267,-0.9988825222651472
1738393043.1069624,0.0,0.0,0.0,0.24601555,-0.08264446,-0.12789822,-0.43661594,-0.15196264,-0.16701508,0.0956831,-0.023968697,-0.41974258,-0.18503857,1.8441296,1.1398487,2.1725807,-5.0856037,-1.2427597,0.9656677,1.7502099,-0.5661106,3.4911883,2.264618,0.001709860906912184,0.030593357982899777,0.03430603558958602,0.9989415492135341,0.061004635739912744,-0.0055151758621136415,-0.9981222456460186
1738393043.1277196,0.0,0.0,0.0,0.28820133,-0.062319756,-0.07995987,-0.57966137,-0.18110667,-0.1681652,0.13441658,-0.032405853,-0.3760233,-0.14745617,1.9356843,0.7852287,2.4100096,-8.783476,-1.9665222,-1.0553904,1.7587547,-0.11871529,1.0389118,1.5999374,0.001709860906912184,0.030593357982899777,0.03430603558958602,0.9989415492135341,0.061004635739912744,-0.0055151758621136415,-0.9981222456460186
1738393043.148825,0.0,0.0,0.0,0.3342209,-0.060018543,-0.02166748,-0.7668104,-0.23096319,-0.19309235,0.16624737,-0.0427599,-0.3817749,-0.118309975,3.1881447,-0.27313805,2.1872292,-8.123825,-2.4459,-1.1029997,1.0928516,-0.76630783,-0.67727184,0.9795647,0.001709860906912184,0.030593357982899777,0.03430603558958602,0.9989415492135341,0.061004635739912744,-0.0055151758621136415,-0.9981222456460186
1738393043.1695807,0.0,0.0,0.0,0.37985802,-0.06845474,0.008245468,-0.8991184,-0.28350255,-0.21533585,0.18810749,-0.062319756,-0.38944435,-0.10565567,0.91439724,-0.531929,0.78889084,-4.8036156,-2.9440727,-1.5021744,0.95613104,-0.7882805,-0.05653477,0.07720566,0.022601742994243994,0.021707681572909636,0.028560856882704915,0.9991007032469134,0.042085269556791614,-0.04640281461362876,-0.9980358755487028
1738393043.1888437,0.0,0.0,0.0,0.39059544,-0.084178925,0.022050858,-0.94091994,-0.34294537,-0.23988056,0.2049818,-0.06883812,-0.39558125,-0.10527134,0.47859862,-0.5508518,0.72113997,-0.051041603,-2.776226,-0.79720783,0.5520725,-0.33417323,-0.46944332,-0.25445938,0.022601742994243994,0.021707681572909636,0.028560856882704915,0.9991007032469134,0.042085269556791614,-0.04640281461362876,-0.9980358755487028
